Indicador,Formación bruta de capital fijo,Talento,Incidencia delictiva,Percepción sobre inseguridad,Imparcialidad de los jueces,Calidad institucional de la justicia,Duración procedimientos mercantiles,Indice de eficiencia en la ejecución de sentencias,Ejecución de contratos,Notarías,Tasa de homicidios,Tasa de reforestación anual,Fuentes de energía no contaminantes,Emergencias ambientales,Areas naturales protegidas,Empresas certificadas por su responsabilidad ambiental (en cada diez mil unidades económicas),Relación de la producción agrícola y consumo de agua en la agricultura,"Sobre_
explotación de acuíferos",Volumen tratado de aguas residuales (Caudal tratado),Porcentaje de disposición de residuos sólidos en rellenos sanitarios,Tasa de dependencia económica,Población con acceso a agua potable,Esperanza de vida,Población sin acceso a instituciones de salud,Coeficiente de desigualdad en los ingresos,Número de médicos por cada mil habitantes,Muertes provocadas por desnutrición,Tasa neta participación laboral mujer,Ingreso promedio de la mujer,Presencia de la mujer en el congreso,Analfabetismo,Eficiencia terminal en secundaria,Eficiencia terminal en preparatoria,Atracción de talento,Calidad educativa,Población económicamente activa que ha recibido capacitación,Deuda directa,Pasivos promedio del gobierno,Crecimiento promedio del PIB,Deuda como porcentaje de ingresos garantizables,Plazo promedio de vencimiento de la deuda,Extensión de período gubernamental de presidentes municipales,Participación ciudadana en las elecciones,Índice Molinar,Elasticidad Salario-PIB,Salarios promedio,Productividad agrícola (por Ha. Cosechada),Grado promedio de escolaridad,Costo de inmuebles,Venta de inmuebles,Productividad neta de los activos,Disponibilidad de capital,Densidad de las tierras agrícolas por trabajador,Porcentaje de hogares con televisión de paga y telefonía fija,Penetración de la telefonía movil,Porcentaje de hogares que cuentan con internet,Penetración informática,Cobertura de la banca,Red carretera avanzada,Accidentes por malas condiciones del camino,Carga portuaria (aérea y marítima),Número de vuelos (operaciones / 1000 PEA),Destinos aéreos ,Densidad de transporte público,Tamaño del mercado hipotecario,Penetración del sistema financiero privado,"Presencia de la banca comercial (oficinas /100,000 hbt)",Penetración del seguro en la economía,Disponibilidad de aeropuertos,Índice de calidad de la transparencia,Facilidad para abrir una empresa,Agilidad del registro público,Índice de calidad de calidad de gobierno electrónico,Índice de información presupuestal,Autonomía fiscal,Inversión en bienes informáticos,Eficiencia en recaudación,Recaudación de tenencia,Índice de corrupción y buen gobierno,Mercado informal,Flujo de extranjeros,Ingresos por turismo,Intercambio comercial con el exterior,Inversión extranjera directa (neta),Correspondencia internacional enviada y recibida,"PIB sector industrial (incluye construccion, manufactura, mineria, electricidad, agua y gas)","PIB servicios (incluye comercio, restaurantes, hoteles, transporte, almacenaje, telecomunicaciones, servicios financieros, seguros, actividades inmobiliarias y de alquiler, servicios comunales, sociales y personales)",Coeficiente de invención,Empresas con ISO 9000,Número de investgadores
Guerrero,4.0662176655,15.2449777664,83.0174953217,20.6257633915,35.7638888889,41.2,74.2574257426,38.7341772152,48.9873417722,22.6078566651,0,1.1905773564,100,98.4615384615,0.1145672571,4.3810853417,7.6454466592,31.0402954491,8.688591149,42.9561503627,0,0,0,11.760823073,29.0385255348,25.8408591688,65.967988287,95.3874460789,6.2375858456,16.6666666667,1.6859565595,35.9813084112,77.7108433735,10.7680324202,12.7942322123,0.4474321254,88.1490003061,59.7680996266,56.1246332902,70.0094607379,78.275862069,0,45.9147226253,24.1316534503,100,20.9381663113,11.4754215547,17.0731707317,#DIV/0!,44.2550647753,100,30.2239909888,9.6789374371,48.0668055742,7.8541374474,2.9700347953,30.5566129907,28.1660238802,9.8455771524,98.6078886311,0.0023570543,11.8919332829,37.5,49.8284332322,12.5630438189,34.0833263082,10.2351908995,23.1108925788,8.8449809802,37.3450815391,88.0268362689,99.4273291376,87.3480525924,93.7524609529,100,3.432284872,82.29574872,19.959640593,480.6110702431,99.5942486022,0,38.5399725803,0,0,10.1389359218,5.3104360177,78.7876336837,0,0.3359876876,0
Hidalgo,4.841384556,27.0235730901,95.6441672402,55.1797291984,53.8194444444,57.2,17.3267326733,44.0506329114,24.5569620253,69.6504297779,96.3631224776,6.0492611221,47.0219304361,89.2307692308,5.6225370245,6.256580675,1.642198344,63.0897614853,1.3905805928,24.1789155643,40.4175548289,72.4,48.8762040671,26.0982307635,52.4363144286,40.5733730551,53.4355067706,52.4600996109,38.212022638,21.2121212121,56.6616172446,91.1214953271,34.3373493976,23.2447639591,28.0290551697,1.6159814635,0,55.9350981212,59.9270084921,63.6707663198,61.3793103448,0,17.3010380623,22.4414358846,55.7157723732,34.6695095949,8.0518114623,36.5853658537,#DIV/0!,78.0162992192,57.5497438569,23.3578899238,9.7982294639,39.1203076142,53.2959326788,12.065932459,8.905337862,26.5508771995,20.8543924511,100,0.8237515483,0,0,16.3739586551,21.9863318279,25.1900368361,7.6801069772,17.7565877566,13.4901227465,35.7371473439,88.5237953327,99.6773275851,46.4648970479,65.6254101588,70.3733585045,5.026516963,89.0230628012,30.4317164675,410.7029144841,99.7406090715,8.7555139956,4.1960106493,4.7413653518,3.143105318,8.4866829267,38.7608414871,50.7347396593,8.4126915897,10.545583922,11.2408799136
Jalisco,27.0589452475,30.1909268598,63.3087775978,46.7483491357,18.75,44.4,10.8910891089,63.7974683544,26.582278481,0,80.7461328101,4.2336559461,61.7637167241,83.0769230769,4.3045606159,10.881068265,0.9360300687,45.0564960485,28.2616050886,80.3752057944,49.9870419058,79.2,67.7702461648,39.3286688198,83.5708849227,50.5884532423,67.1584500888,82.2206859123,16.2931103581,27.4509803922,79.9030434362,39.7196261682,34.9397590361,16.6023781213,67.7137547278,5.5803357056,73.1498608017,63.2137111647,68.404622259,64.6168401135,53.7931034483,0,70.2422145329,51.9054567156,65.4032096177,62.9850746269,19.8798797979,56.0975609756,#DIV/0!,64.9701003042,25.7205899024,14.1011701974,33.1772005382,48.0137548851,52.0336605891,26.8039730137,23.9871038166,41.8788145549,21.3990756341,93.6194895592,0,21.7642961507,80,4.2056548905,10.6691923655,13.4672042024,40.5396064921,37.2477544429,10.734452499,64.8397255425,91.8853684289,99.235106494,61.4735797569,90.6286914293,69.7062604106,25.9255647315,83.6103742232,53.2851560658,542.7516531399,99.7905585407,24.3690047584,16.6540836831,36.3798396857,9.9378589488,22.5953611525,18.9627594897,71.2058027318,49.6434652535,11.9436607711,13.8715154252
México,34.4025886354,43.0001931805,45.0323788153,15.2887098524,81.25,89.2,100,52.6582278481,63.2911392405,14.176292037,71.1909769189,20.5232090391,47.0219304361,83.0769230769,17.0057240772,4.2086520807,2.1520105825,0,41.0322777101,56.96909993,69.5033793576,74.4,81.7516946129,57.4028479742,44.0672243998,0,80.2350750078,54.3686307562,28.7162188952,51.2195121951,76.0223663179,68.2242990654,34.3373493976,100,52.9535254939,2.6569581671,41.9659256392,0,76.2709866866,23.5572374645,50.6896551724,0,7.2664359862,38.4603062762,55.4252050852,41.3646055437,24.0453275105,65.8536585366,#DIV/0!,56.6316847768,18.0608701746,3.0284233485,12.4205671159,28.3298371226,32.538569425,35.1315003093,61.1008721558,23.094905702,31.817633858,86.5429234339,0.2235476966,4.5210982575,20,31.4873468921,0,12.9480999827,11.4146387305,34.1860889908,25.1958984462,73.7319550414,87.1855555679,99.481834613,80.3770776482,65.6254101588,39.9874856927,23.1562022659,90.2015883045,62.4432393471,1319.5089393502,99.6647648584,0.2014530477,8.4212186786,11.9460056405,10.6869160162,9.6032219416,25.1044853659,68.2492809727,15.0819201063,17.7354566171,7.3012389523
Michoacán,9.4393744355,14.5567000852,81.7500193836,29.3578160038,68.0555555556,66.4,40.5940594059,32.4050632911,30.6329113924,23.6959906438,47.0050329435,4.9049656465,61.7637167241,90.7692307692,5.0506090591,6.3021744505,1.3986685573,61.4611371605,20.4975301123,34.5786895678,27.7116470613,74.8,46.1327149483,17.7923068958,57.9236760669,30.7028076622,61.7274965137,77.1725453228,19.7414901843,43.2098765432,38.4860080319,21.0280373832,54.8192771084,19.0335014535,59.5880110785,0.3553531284,71.2356802473,24.5967606153,57.1453693317,37.4645222327,8.275862069,0,23.321799308,83.8367500627,64.200633676,41.5778251599,36.7951504342,21.9512195122,#DIV/0!,51.0130512237,25.559982565,6.6245309648,15.1111039946,58.3487868646,28.7517531557,26.9300494859,23.7338157765,37.0150580322,12.313979673,97.6798143852,0.0515650981,5.1227555167,13.3333333333,22.1154702802,7.3329127431,26.8356519045,20.1882948235,24.7688857287,19.182845552,26.9785442515,98.7221052644,99.7280176773,63.0860828579,62.5016406353,68.2132695122,51.3662040327,80.5746739698,0,301.9568944147,99.6784205364,0.6275564455,10.2543844542,2.9421332416,62.8816811228,8.7779898238,8.4019503907,73.089847391,7.0710507571,0,15.2934975994
Morelos,2.8522212076,37.7368971791,73.9746957077,43.4928560986,37.5,34.8,15.3465346535,48.8607594937,93.9240506329,6.7219944996,75.6262287054,48.3233048257,47.0219304361,93.8461538462,19.5125136463,8.3770977516,3.0221520881,88.1890183222,8.5583299499,39.0450595506,55.7781620103,74.8,86.8605066001,8.3071506085,45.9526317916,32.7350682513,52.5963217933,98.3992341375,22.6683749391,53.8461538462,56.7869443609,78.9719626168,43.9759036145,23.2275565094,57.4441359758,2.9883490931,80.5615786064,83.864939511,54.3426087659,88.6471144749,82.0689655172,0,65.3979238754,100,46.1262642479,30.7462686567,55.5450549618,58.5365853659,#DIV/0!,80.6435177558,9.8377310136,0,3.7229938391,25.3513358119,63.9551192146,52.3809548429,44.4408746043,37.4675221451,30.317976627,88.8051044084,30.2417073457,6.344076119,3.3333333333,38.8790811213,15.729018957,26.9372975494,25.3818876526,27.8422382189,57.5122649223,51.5896778093,94.6044444497,99.4573071491,54.7010667328,74.9967187295,81.1951846273,12.7038162479,80.0183407189,41.4939511301,620.4273817609,99.6485113771,6.35832870058439E-005,16.7207701225,4.8102866113,40.2355994884,14.2312593323,22.2447098526,65.9632046274,39.1317245216,9.9089593272,73.6564053502
Nayarit,0.16379361,34.2859879704,84.9680843953,65.838405447,89.9305555556,93.6,83.1683168317,30.1265822785,30.6962025316,23.2385693436,59.4358811833,3.9614666939,61.7637167241,95.3846153846,100,3.773152758,4.2825510412,57.1938566044,9.7366017052,50.70709868,44.0536026017,86.8,56.5322868355,19.3313111005,67.8182193816,79.8873269097,68.0035122923,76.5466299938,28.65465677,71.7948717949,70.5032800156,82.2429906542,64.4578313253,5.381513067,43.6360771738,3.0574806296,87.3571022148,69.4818739654,72.4163905352,83.1598864711,70.6896551724,0,61.2456747405,48.4955838705,65.5495694893,45.8848614072,20.8161931158,51.2195121951,#DIV/0!,95.2951164,86.7542161789,29.0788057644,25.0167375844,39.9077521339,23.5624123422,22.79593888,38.235173773,35.1805064279,14.8045873406,98.5498839907,0,6.9766553799,2.5,22.30326599,35.4415239164,49.3932974737,15.6086552954,32.0216562498,10.0979829158,51.5871525363,86.6353508901,99.3842698119,24.3612006946,93.7524609529,87.7962359339,20.2366766597,75.0020794705,22.800554338,263.1190301042,99.8115844888,0,27.6826340597,0.2980974648,15.709747871,40.6187287061,11.9358907884,66.9114405517,4.1810253193,0.7805594685,0.5884295324
Nuevo León,38.9593583151,79.4634858546,55.9075587538,27.661628758,59.0277777778,71.2,64.8514851485,77.4683544304,44.9367088608,30.8467573532,81.1371978074,27.4632819171,0,86.1538461538,2.8646688465,17.5228269515,0.101625948,84.6521365355,100,97.1239876492,73.1799156252,89.2,70.4209775241,81.3362161535,97.3890907162,34.6665978374,89.6713879239,55.5993438421,22.0988789469,24.5614035088,91.2070269715,92.9906542056,3.0120481928,16.6552616772,83.7272857795,11.1653413539,71.0472506363,37.8785403307,87.0301501806,0,40.6896551724,0,47.7508650519,14.4166059274,60.4990745918,87.1641791045,6.9422154812,85.3658536585,#DIV/0!,58.9239383386,54.2999729993,68.5294036214,73.9241713895,77.4821562747,70.126227209,75.6854506801,71.1125950357,35.6512485795,32.7635744905,0,0.0001949799,18.0084185635,41.6666666667,62.5933721703,33.3518272888,0,67.5428035037,50.9662585812,13.1465819354,69.5394727644,94.2068771986,99.6326330952,98.2138427189,71.8729492059,61.6721178873,7.6585319522,96.5983068282,0,325.259613001,99.9156907907,2.1799847866,6.843533518,25.4302841038,46.3616756964,20.2937706513,31.1589142281,68.9708521785,67.859887459,72.476210644,13.580249331
Oaxaca,4.0687246558,8.3461015095,92.5172538003,33.1763734219,69.7916666667,59.2,57.9207920792,59.2405063291,73.4810126582,15.7850017874,38.2884535786,0.3645648401,100,66.1538461538,14.6765661579,0,2.8321239692,45.9038983452,5.403302206,0,14.1918329649,20.8,27.8986799857,0,36.947162186,21.370142428,0,96.068887728,58.3572998539,40.5797101449,11.1362039633,44.8598130841,46.3855421687,10.6556520449,0.7639429049,0,85.0237272641,24.6388137063,42.9296349566,51.0879848628,23.4482758621,0,19.3771626298,44.6631173473,7.1353759237,18.2089552239,8.7837317723,9.756097561,#DIV/0!,16.4836498297,41.703409415,5.7131171274,8.0916181471,0,0.1402524544,0,7.0231723619,26.2606670656,1.8644173647,99.2459396752,0.0731721949,6.0301050972,9.1666666667,8.6602133776,3.92497892,40.0256906491,3.0528564562,12.5686906593,15.0707605284,49.4607729348,90.866602348,99.6593407782,53.0141404118,43.7458984119,69.4667714327,20.3273376863,90.9276410413,8.1537244537,356.3299044494,99.6669647728,1.985695456,14.1669904846,0.6039015015,3.8929167712,6.3808743383,15.270957418,67.3681017271,0,0.537481664,3.6744368174
Puebla,12.9418151893,22.5471964606,62.6729255349,47.2285206678,0,0,0.9900990099,42.0253164557,77.5949367089,12.7327838211,87.9010531869,15.7076326572,47.0219304361,89.2307692308,1.5425060272,5.9898434467,0.4824254885,90.707665449,20.0974421437,80.5972868692,27.2817545258,49.6,60.9240099893,12.386700688,27.5689942435,23.3942531308,52.5004802054,96.5857855171,29.3166010156,38.8888888889,48.1173668462,81.7757009346,100,24.7700150092,35.5386828863,4.1826892881,62.8848367288,48.5400654087,83.9581091981,56.1967833491,75.8620689655,0,50.5190311419,33.8972961615,46.0066933418,23.4541577825,11.3847257778,34.1463414634,#DIV/0!,41.4031051523,60.5224107443,19.4437126268,0.6270354182,38.6685643421,15.0070126227,27.6092482096,21.6506585359,27.4722785641,6.7570194497,98.7238979118,23.7599122374,3.4366361085,11.6666666667,14.4607640282,0.9245721809,14.9797857247,10.162701614,31.7291950934,16.4287174097,38.298504067,95.4883216418,99.5110858849,51.699330191,62.5016406353,61.220553453,20.3273376863,88.61732203,51.1310044117,713.6382561062,99.6743318681,0.1548253039,5.0483820095,17.7735806191,12.4173838351,9.2664584178,24.8919448327,66.7375698788,8.735098502,8.4242980974,13.9158963372
Querétaro,6.7819863713,41.3423933593,90.1972854716,64.1666059207,58.3333333333,79.6,76.2376237624,68.1012658228,38.7974683544,42.7053043999,95.0592134207,8.6110548251,61.7637167241,86.1538461538,16.6692198798,15.4544638435,0.0426006387,82.5302623028,5.6147651915,73.5062067042,53.2408582162,77.2,70.7313592579,71.2172072021,75.6841639406,36.7759101989,79.9703835521,84.7895909108,10.4168042132,58.3333333333,54.2235995367,48.5981308411,70.4819277108,45.2347977667,45.8306844605,9.8447809292,80.3392919622,70.9696287821,94.9492504477,71.2393566698,41.724137931,0,57.785467128,50.230509116,80.621083896,50.9168443497,16.5137210477,56.0975609756,#DIV/0!,62.2707522608,52.8073671767,42.5126058743,10.0117171921,81.6327922826,89.7615708275,48.7588289583,56.2589427019,25.3671070675,16.0811864225,97.8538283063,0.0010486429,8.1070375862,6.6666666667,20.663133043,39.6668233307,28.7380357193,20.772318227,28.8973287838,24.1336421342,17.1697039239,95.4492748582,99.4800177639,48.1270156289,56.2541015881,83.9213340358,20.3273376863,83.3255413217,53.928686425,402.935341622,99.8310753771,0.1180953584,10.4120680381,22.139262791,10.9786052879,8.1441452802,27.4136964768,65.5684772294,60.7391931331,35.6694055947,27.8733168753
Quintana Roo,4.8890854107,30.4587695014,57.6070215582,37.1191784842,34.375,37.6,0,69.1139240506,79.6835443038,80.4642737757,65.3047613298,0.6130075907,100,95.3846153846,16.3092925156,3.44950607,0.3422187277,8.6368610342,13.1411557721,72.8092771405,69.9099807482,80.4,100,27.1307073254,93.0953045611,20.9913540481,94.978592453,71.7954409407,45.4529755315,100,70.3903805837,72.4299065421,34.9397590361,39.5136348016,29.9782575559,4.0381008163,72.5452452235,54.1442423986,100,51.4664143803,70.3448275862,0,40.4844290657,71.7536802998,61.8575249301,74.9253731343,8.7728684385,58.5365853659,#DIV/0!,89.3972010546,32.0560799892,22.5599362243,6.5353247919,66.4859666485,77.5596072931,100,39.2015673525,21.2661608744,19.6619329469,99.6519721578,0.0009147766,68.1288152816,78.3333333333,100,46.7375749762,32.9641893711,29.2255719438,58.2676400212,26.4582108852,38.2031618068,89.7839415303,99.183871347,64.4008930786,65.6254101588,51.0322651022,20.3273376863,89.0294953738,0,309.7244672768,99.8585522407,100,100,1.2524675964,56.8061300526,40.3170457186,0.4975508388,94.7906330338,3.3022603983,14.3521104841,3.3550449606
San Luis Potosí,6.5562567358,33.7325752481,80.4131129539,50.8998942787,81.25,61.6,41.0891089109,62.0253164557,14.3037974684,31.1091429133,84.161480945,47.6176583554,0,87.6923076923,1.5312566145,3.2401628764,0.4784932965,59.3132824328,14.1925497361,53.3516956447,21.7865363461,50.8,60.3995718873,42.0676353816,62.5614875639,43.5758035291,67.5396804499,64.9212430699,69.6465222914,66.6666666667,54.1090069964,64.0186915888,66.8674698795,11.0443904839,28.059358484,7.9478701034,70.7303199771,58.4096881545,62.9982694186,59.8864711447,71.3793103448,0,15.2249134948,70.014929488,56.9297401439,37.8251599147,10.5200887512,43.9024390244,#DIV/0!,45.3979204348,41.9954700646,20.0828215431,14.0607975839,52.3513950669,5.049088359,23.9061026616,30.9133694522,21.4256236623,12.8669218637,99.535962877,19.0677034664,7.9955726619,7.5,7.6087290468,12.2758743633,20.4004884837,11.8501976394,19.6782133117,9.1997057141,75.4017328595,95.0694561451,99.6675165995,55.5941453734,65.6254101588,84.9131235903,7.1030067644,75.0588046982,23.2539148878,387.4001958978,99.8662639686,0.1962604126,10.3552819783,18.2546085314,12.4572170048,6.3077475651,30.5311381571,59.4492938685,6.5512848429,16.8456841187,16.2590563394
Sinaloa,6.2442110481,45.2324233983,90.4751124556,14.5312446006,67.3611111111,75.2,46.0396039604,69.1139240506,0,8.047935524,42.056332535,1.3955709406,32.6865213178,92.3076923077,0.8198845483,9.8184934651,2.302044189,26.6834845097,34.944681283,79.648013,57.1552966807,88.8,42.304673564,52.5124393363,78.7553331794,59.0214550951,84.4289397523,58.0187970586,23.9863149611,33.3333333333,76.6406072642,62.1495327103,70.4819277108,0,63.0861918221,10.086181614,47.1773878921,37.6039458019,61.7624681276,48.1551561022,20,0,51.2110726644,46.9458097602,78.5257395592,71.1300639659,35.9544561709,65.8536585366,#DIV/0!,65.0242943846,38.7819729089,16.548067549,30.1004392999,57.5603461359,50.4908835905,35.4964735943,42.377181855,34.3542995629,31.1146756883,94.2575406032,0.0332636102,30.1085404436,43.3333333333,15.7310441142,12.7784418015,29.2437623646,30.4366084343,36.6906397156,19.6298686574,62.3015602027,92.9928771998,99.6845949819,66.7824361201,93.7524609529,82.4299353396,20.3273376863,87.6196024605,0,488.3786431052,99.9027623019,8.5744393915,21.1335909265,4.2086139621,4.8535193557,20.0111255058,3.2545402739,74.9559509739,6.1004654372,9.5539689017,6.8950355746
Sonora,10.2291754383,60.7470601316,66.8236576393,59.4803826561,60.4166666667,80.4,32.1782178218,27.8481012658,46.9620253165,52.9473665973,51.1091043732,5.1886634824,32.6865213178,72.3076923077,6.0515409461,5.0152579096,0.2166160395,92.5805467148,25.0101502233,46.622798801,57.8426323812,91.2,63.8815554763,67.3857716252,85.9100475552,68.1593116987,71.7370184543,72.4579300728,23.6051074773,31.1111111111,89.9497305741,70.5607476636,23.4939759036,3.4479721391,78.7883590062,5.6120904189,82.9631823677,25.1700689023,78.3481826355,37.8429517502,55.8620689655,0,43.2525951557,48.266639753,71.4553749253,65.6289978678,47.4070145788,70.7317073171,#DIV/0!,63.6777443594,43.9611223151,34.4110959706,27.6478241644,100,55.3997194951,58.1574699785,64.0873527202,24.2825219237,25.9397405674,79.6983758701,14.7160840255,23.8764822017,30,22.8715281428,28.7098902842,17.7144173605,34.3642074245,30.3523617908,7.8363488491,59.5296406624,92.6911520538,99.7427341557,100,68.7491796824,61.1355224061,17.7009780089,85.6990890076,0,325.259613001,99.9314949336,1.5410893216,13.7879731066,27.9302081198,19.4214180442,21.4406435423,27.7372522806,59.5554820181,27.8194200853,12.8035046141,16.0817220627
Tabasco,3.3694200453,30.5830207905,79.9852130336,9.3961128717,77.0833333333,86.4,62.8712871287,48.3544303797,30.6329113924,27.6028920972,77.665405766,2.9377608426,100,9.2307692308,9.1018438303,21.2047240027,5.6509443112,3.6402010563,10.7338611449,33.2436743052,53.7273049774,16,41.6410988227,56.8766853979,69.7757094936,78.9407143487,66.5813079864,32.4721500357,50.4498595599,17.9487179487,74.210730066,65.4205607477,59.6385542169,12.373133106,7.6051872879,4.449773415,99.0965687284,61.6836530362,82.2293149964,68.4957426679,6.2068965517,0,76.124567474,32.0234436856,58.5340144047,45.1172707889,22.5541203719,51.2195121951,#DIV/0!,18.6224275642,3.5280706567,15.4500559076,2.2337735402,15.4906230063,43.3380084151,13.4698542461,23.6941766707,9.5893746088,6.7682971227,98.6658932715,7.7271571274,10.7073634553,12.5,14.9300959664,13.9600740781,19.4402313598,13.5589538585,12.2294671308,11.3690548349,81.9008350083,90.7317134593,99.5546902653,14.4381046887,65.6254101588,73.4319801848,20.3273376863,90.9276410413,0,612.6598088988,99.8585306378,0.1580998431,3.9806148802,0.8895647629,3.0683644141,0,70.3548346436,25.2692708046,5.9610110225,20.0622975446,4.7125462612
Tamaulipas,12.2719275156,47.7891818985,50.5494366969,29.3507205474,21.875,42.8,75.2475247525,66.582278481,44.8734177215,40.2286784006,82.2259301163,2.2740003214,0,32.3076923077,8.299764608,21.1479568863,2.0750527074,39.6370143106,29.8315062931,68.6218606339,64.589064885,95.2,58.6229040314,58.1325156763,77.3351559157,39.107345685,86.379769861,78.1181047476,6.2654782855,46.6666666667,80.3491735813,46.7289719626,67.4698795181,8.2839011783,37.550307788,9.7885026942,87.9260321276,89.2540445712,56.9498282587,89.8770104068,63.7931034483,0,38.7543252595,9.2273971662,68.8053218717,65.3304904051,9.2797083726,68.2926829268,#DIV/0!,75.8105729604,54.115633085,38.4072887657,100,61.0261944374,62.412342216,48.1317614737,43.8528494379,24.0155067866,10.1696855523,98.5498839907,24.1364878165,12.096817279,17.5,15.6833802343,30.1683684943,1.8442619841,33.5045489997,24.5619099138,17.5519039776,55.3798599476,90.0111228167,99.2256588783,83.30439097,56.2541015881,43.4396320579,20.3273376863,89.6177185808,0,573.8219445883,99.901435523,5.6996694305,11.8099040474,59.7149399223,16.732032485,18.7559826176,32.4562235165,59.4854355475,12.9384792433,20.4274223971,3.3807824901
Tlaxcala,0,26.9451761647,85.0610367822,39.4148646415,16.6666666667,22.4,1.4851485149,49.8734177215,87.7848101266,8.4550352287,95.5849733066,34.0254526942,47.0219304361,93.8461538462,3.0123986433,20.0556428608,0.7064280841,40.9427420888,6.9765868182,86.8651730435,38.1798833774,98,87.8701391366,10.5341377136,0,41.2756055507,60.7192669314,60.1674719954,44.5360945265,77.7777777778,60.9699588121,82.2429906542,84.9397590361,22.9981295097,57.2523618276,6.6111715505,95.8467666699,89.2161772296,39.9957023977,60.4937894833,100,0,79.9307958478,96.7295827812,42.9798067494,17.6119402985,5.5991224445,56.0975609756,#DIV/0!,37.5413641727,23.9113432388,1.6658705577,19.6829831519,21.6156422221,5.6100981767,3.4283100321,20.8056254543,24.1565725855,13.1284084028,100,38.4058102511,0,0,34.6057786941,2.1523536613,7.547211682,3.5790481764,18.7042779658,0,39.7540378881,91.8108245693,99.5995664401,17.5142644505,62.5016406353,75.9563939577,0,90.9276410413,27.2491082926,768.0112661409,99.5538125102,0,7.6536320693,8.0582780508,5.6729542,1.0453006659,22.0191578705,64.971800276,3.6499846095,20.9651876416,8.8997460211
Veracruz,16.773433189,12.163071966,79.7462681296,53.370736671,14.2361111111,4.8,30.6930693069,2.0253164557,61.2658227848,19.475544592,86.5353960696,15.9759374094,100,0,9.3649498452,4.5857255099,3.8662428277,21.4420502205,22.0471308702,35.6800020271,45.6398733567,17.6,15.5726007849,39.0961854476,39.0108463893,39.3957536623,49.5684962353,55.2334590531,36.477561716,48.8372093023,48.8169247176,58.8785046729,88.5542168675,11.3820424199,24.3052095975,2.4602429786,97.2942886863,58.1240790829,83.9827740277,66.508987701,7.9310344828,0,68.8581314879,98.4260988417,42.0942973709,18.4221748401,18.1394770528,29.2682926829,#DIV/0!,54.3083120691,86.1555851283,34.561006001,3.8092664595,66.35826829,18.0925666199,24.6084459762,19.356623045,21.6320870219,16.511935584,99.5939675174,0,5.6684949089,18.3333333333,14.6222136049,3.9017376365,14.4992689249,10.6619846992,24.25617321,19.5773491427,82.6039042352,89.4893157996,99.9289611969,62.1930042173,59.3778711117,76.7337318035,20.3273376863,64.3502819514,0,612.6598088988,99.8265971099,1.1142759103,8.4859654131,5.397204131,4.6073006794,6.6380575791,28.117782867,60.6248436865,6.1237069245,12.0191498066,5.2333896315
